Entry Name	Length	organism
CA127_HUMAN	656	human
CP081_HUMAN	145	human
CDRT4_HUMAN	152	human
CX042_HUMAN	125	human
WSDU1_HUMAN	476	human
YO010_HUMAN	124	human
TMM75_HUMAN	138	human
CC71L_HUMAN	235	human
FSIP1_HUMAN	581	human
CL050_HUMAN	414	human
CNBD1_HUMAN	436	human
FA47B_HUMAN	645	human
DC4L2_HUMAN	395	human
THAP8_HUMAN	274	human
CO053_HUMAN	179	human
CI106_HUMAN	232	human
CAST3_HUMAN	163	human
CH058_HUMAN	365	human
STAS1_HUMAN	130	human
CT203_HUMAN	194	human
TTC13_HUMAN	860	human
TM145_HUMAN	493	human
NEAS1_HUMAN	246	human
CA213_HUMAN	126	human
KCT2_HUMAN	265	human
SPRY3_HUMAN	442	human
TM116_HUMAN	245	human
CNAS1_HUMAN	148	human
NC301_HUMAN	95	human
TM35B_HUMAN	154	human
CC191_HUMAN	936	human
RN214_HUMAN	703	human
LRN4L_HUMAN	238	human
MDS2_HUMAN	140	human
TMM52_HUMAN	209	human
FBX36_HUMAN	188	human
KLAS1_HUMAN	82	human
TTC16_HUMAN	873	human
CG057_HUMAN	295	human
CCD54_HUMAN	328	human
CA162_HUMAN	155	human
RTL9_HUMAN	1388	human
WFDC9_HUMAN	89	human
WFD11_HUMAN	87	human
A2012_HUMAN	263	human
PXT1_HUMAN	134	human
SPDE1_HUMAN	336	human
OR4F5_HUMAN	305	human
SPTA3_HUMAN	192	human
R32DT_HUMAN	216	human
RFESD_HUMAN	157	human
OCC1_HUMAN	63	human
LQK1_HUMAN	88	human
CI043_HUMAN	461	human
YK045_HUMAN	98	human
F110D_HUMAN	271	human
UBAD1_HUMAN	177	human
ST3L4_HUMAN	150	human
CSAS1_HUMAN	109	human
TEX47_HUMAN	253	human
FNDC8_HUMAN	324	human
LRC20_HUMAN	184	human
F200A_HUMAN	573	human
CU074_HUMAN	52	human
SG1C1_HUMAN	95	human
LKAM1_HUMAN	194	human
RS4Y2_HUMAN	263	human
MAGE2_HUMAN	523	human
ACTT2_HUMAN	377	human
S3TC1_HUMAN	1336	human
CJ105_HUMAN	133	human
CP078_HUMAN	265	human
CA5BL_HUMAN	195	human
CB015_HUMAN	91	human
F216A_HUMAN	273	human
CCD12_HUMAN	166	human
THEM6_HUMAN	208	human
KCTD4_HUMAN	259	human
SPRY4_HUMAN	207	human
CA054_HUMAN	131	human
DNJB3_HUMAN	145	human
CAPSL_HUMAN	208	human
XAGE5_HUMAN	108	human
PDPFL_HUMAN	84	human
CCGL_HUMAN	190	human
IRGQ_HUMAN	623	human
CI130_HUMAN	136	human
TTC9A_HUMAN	222	human
K0232_HUMAN	1395	human
TCAL3_HUMAN	200	human
DIRC1_HUMAN	104	human
C102A_HUMAN	550	human
CK052_HUMAN	123	human
CC74A_HUMAN	378	human
TM125_HUMAN	219	human
K1143_HUMAN	154	human
ZN428_HUMAN	188	human
LENG9_HUMAN	501	human
CC127_HUMAN	260	human
ISOC1_HUMAN	298	human
FWCH2_HUMAN	140	human
LRC58_HUMAN	371	human
R3HD4_HUMAN	268	human
EOLA2_HUMAN	158	human
PGBD4_HUMAN	585	human
CC126_HUMAN	140	human
KTI12_HUMAN	354	human
SIM12_HUMAN	92	human
CLBA1_HUMAN	325	human
ZB10P_HUMAN	236	human
MISP3_HUMAN	219	human
WDR89_HUMAN	387	human
CR018_HUMAN	95	human
LRC46_HUMAN	321	human
FA89A_HUMAN	184	human
RBM18_HUMAN	190	human
SIM10_HUMAN	83	human
TM169_HUMAN	297	human
PED1B_HUMAN	432	human
URAS1_HUMAN	61	human
TM141_HUMAN	108	human
DYDC2_HUMAN	177	human
ZN845_HUMAN	970	human
SHD_HUMAN	340	human
CH076_HUMAN	380	human
SMIM8_HUMAN	97	human
FAAS1_HUMAN	104	human
P12L2_HUMAN	1035	human
CX058_HUMAN	332	human
CT173_HUMAN	149	human
CL042_HUMAN	360	human
CMIP5_HUMAN	162	human
CB048_HUMAN	159	human
MAGBA_HUMAN	347	human
CL067_HUMAN	166	human
F227B_HUMAN	508	human
C295L_HUMAN	621	human
CA147_HUMAN	270	human
CI085_HUMAN	179	human
ZSWM3_HUMAN	696	human
OBAS1_HUMAN	158	human
CQ077_HUMAN	243	human
TIGD1_HUMAN	591	human
GD1L1_HUMAN	367	human
F218A_HUMAN	157	human
TMM83_HUMAN	136	human
CK037_HUMAN	147	human
WWAS2_HUMAN	200	human
YPEL4_HUMAN	127	human
CLUP3_HUMAN	147	human
M4A4E_HUMAN	132	human
TSG13_HUMAN	275	human
IPP2L_HUMAN	205	human
K1908_HUMAN	264	human
FRG2B_HUMAN	278	human
PRR25_HUMAN	402	human
CD006_HUMAN	93	human
CG025_HUMAN	421	human
SMIM7_HUMAN	75	human
CT144_HUMAN	153	human
ZSWM1_HUMAN	485	human
PDD2L_HUMAN	358	human
NPS3B_HUMAN	247	human
F167B_HUMAN	163	human
TTPAL_HUMAN	342	human
PR15L_HUMAN	103	human
PBDC1_HUMAN	233	human
HRC23_HUMAN	1158	human
SMIM2_HUMAN	85	human
RHAS1_HUMAN	59	human
C1QT7_HUMAN	289	human
T121B_HUMAN	578	human
TX13B_HUMAN	312	human
K1671_HUMAN	1806	human
SAM10_HUMAN	202	human
LRRC2_HUMAN	371	human
ANR60_HUMAN	345	human
FR8P1_HUMAN	369	human
MAGB5_HUMAN	275	human
TTY13_HUMAN	58	human
TXNG2_HUMAN	131	human
EVG1_HUMAN	217	human
CR002_HUMAN	86	human
F117A_HUMAN	453	human
BPEC1_HUMAN	116	human
CF062_HUMAN	229	human
F107B_HUMAN	131	human
C4F30_HUMAN	118	human
AGIT1_HUMAN	198	human
CYRIA_HUMAN	323	human
THAP2_HUMAN	228	human
SIRPD_HUMAN	197	human
WF10A_HUMAN	79	human
DJC25_HUMAN	360	human
CA021_HUMAN	121	human
CI037_HUMAN	176	human
TSY26_HUMAN	355	human
IFG15_HUMAN	131	human
DPH3B_HUMAN	78	human
CT191_HUMAN	102	human
ANR19_HUMAN	264	human
MROH8_HUMAN	483	human
PRORY_HUMAN	182	human
OCEL1_HUMAN	264	human
Z385D_HUMAN	395	human
PRR36_HUMAN	1346	human
CG069_HUMAN	122	human
T185B_HUMAN	350	human
ZSWM4_HUMAN	989	human
F204A_HUMAN	233	human
CF208_HUMAN	128	human
LRC40_HUMAN	602	human
DBND1_HUMAN	158	human
FBRS_HUMAN	460	human
TCTP8_HUMAN	139	human
CEP15_HUMAN	128	human
SNIT1_HUMAN	110	human
CTGE1_HUMAN	74	human
CF050_HUMAN	102	human
CN132_HUMAN	83	human
CK016_HUMAN	467	human
RS10L_HUMAN	176	human
CC177_HUMAN	707	human
PYY2_HUMAN	33	human
GSAS1_HUMAN	163	human
NUA4L_HUMAN	87	human
RRP7B_HUMAN	103	human
GINM1_HUMAN	330	human
CT141_HUMAN	165	human
SRTD4_HUMAN	356	human
CT096_HUMAN	363	human
PLCX1_HUMAN	323	human
TM74B_HUMAN	256	human
CS073_HUMAN	129	human
CB042_HUMAN	574	human
DJC28_HUMAN	388	human
FA30A_HUMAN	134	human
ABRAL_HUMAN	81	human
RBAS1_HUMAN	102	human
ZSWM5_HUMAN	1185	human
HIG1B_HUMAN	99	human
CK021_HUMAN	132	human
DEC1_HUMAN	70	human
CI027_HUMAN	69	human
KAAG1_HUMAN	84	human
GGE2D_HUMAN	116	human
TBC29_HUMAN	150	human
NSGX_HUMAN	79	human
S18L2_HUMAN	77	human
F153A_HUMAN	310	human
TCAL9_HUMAN	104	human
RWD2A_HUMAN	292	human
SCP2D_HUMAN	156	human
CC018_HUMAN	162	human
F184B_HUMAN	1060	human
CFA92_HUMAN	409	human
NWD2_HUMAN	1742	human
PNM8B_HUMAN	635	human
L10K_HUMAN	99	human
CV024_HUMAN	160	human
CH071_HUMAN	146	human
LRC42_HUMAN	428	human
LENEP_HUMAN	61	human
F215A_HUMAN	114	human
ZN706_HUMAN	76	human
SNURF_HUMAN	71	human
SMA5O_HUMAN	95	human
HMN13_HUMAN	24	human
HMN11_HUMAN	24	human
CMIP3_HUMAN	127	human
ST15B_HUMAN	474	human
TMA7B_HUMAN	64	human
SPEGN_HUMAN	238	human
P3URF_HUMAN	95	human
GVQW2_HUMAN	108	human
NPIA9_HUMAN	369	human
SGSN1_HUMAN	68	human
PMA6F_HUMAN	578	human
PMA6E_HUMAN	647	human
GREP1_HUMAN	536	human
CT47C_HUMAN	324	human
TM275_HUMAN	177	human
CA232_HUMAN	186	human
CC085_HUMAN	90	human
CC201_HUMAN	187	human
SAXO3_HUMAN	334	human
F236D_HUMAN	79	human
CX05A_HUMAN	108	human
SPRR5_HUMAN	108	human
CTXD1_HUMAN	59	human
SIM28_HUMAN	152	human
TEX53_HUMAN	70	human
C97D2_HUMAN	98	human
SIM32_HUMAN	103	human
CM046_HUMAN	212	human
MYCOS_HUMAN	80	human
PNM8C_HUMAN	204	human
F236A_HUMAN	79	human
CS085_HUMAN	222	human
CJ143_HUMAN	108	human
CQ113_HUMAN	675	human
CQ114_HUMAN	79	human
F236B_HUMAN	79	human
CTXD2_HUMAN	55	human
CHD9N_HUMAN	52	human
TEX54_HUMAN	124	human
CM042_HUMAN	325	human
ETDC_HUMAN	59	human
CC200_HUMAN	168	human
F240C_HUMAN	95	human
SIM36_HUMAN	93	human
F240B_HUMAN	78	human
TM269_HUMAN	203	human
EXC1L_HUMAN	172	human
SIM39_HUMAN	56	human
THSD8_HUMAN	115	human
CA202_HUMAN	182	human
MSD7_HUMAN	361	human
SMI44_HUMAN	149	human
SIM38_HUMAN	51	human
CHO90_HUMAN	192	human
MSD5_HUMAN	213	human
SCPPQ_HUMAN	79	human
F246B_HUMAN	232	human
F246A_HUMAN	232	human
SIM42_HUMAN	70	human
CC92B_HUMAN	255	human
CYL1B_HUMAN	285	human
PL8L1_HUMAN	177	human
YK033_HUMAN	167	human
TARP_HUMAN	58	human
CG077_HUMAN	90	human
YG018_HUMAN	150	human
BLACE_HUMAN	179	human
CJ040_HUMAN	128	human
RAKDN_HUMAN	111	human
CB072_HUMAN	295	human
UBIML_HUMAN	102	human
CC182_HUMAN	153	human
EFC10_HUMAN	127	human
CE052_HUMAN	159	human
FA47D_HUMAN	397	human
YK042_HUMAN	94	human
CU037_HUMAN	74	human
CK086_HUMAN	115	human
LRC72_HUMAN	287	human
F223B_HUMAN	122	human
YF016_HUMAN	340	human
CU054_HUMAN	108	human
TM212_HUMAN	194	human
F90AR_HUMAN	459	human
RIAD1_HUMAN	92	human
ZN815_HUMAN	130	human
YU005_HUMAN	165	human
IQCF5_HUMAN	148	human
CL071_HUMAN	269	human
YQ047_HUMAN	97	human
CQ100_HUMAN	118	human
YB057_HUMAN	341	human
YA034_HUMAN	341	human
YQ048_HUMAN	132	human
YV023_HUMAN	505	human
SPMA1_HUMAN	154	human
YH009_HUMAN	311	human
YD021_HUMAN	634	human
EFCB8_HUMAN	144	human
YU008_HUMAN	228	human
YM017_HUMAN	341	human
BLML_HUMAN	500	human
TTC34_HUMAN	566	human
IQCF6_HUMAN	107	human
YQ037_HUMAN	164	human
PRR33_HUMAN	331	human
CP090_HUMAN	182	human
CI107_HUMAN	73	human
FM25C_HUMAN	89	human
FM25G_HUMAN	89	human
F243A_HUMAN	251	human
CD051_HUMAN	202	human
CE058_HUMAN	81	human
CS081_HUMAN	198	human
F157A_HUMAN	383	human
PHGR1_HUMAN	82	human
SIM47_HUMAN	28	human
NPIA2_HUMAN	369	human
CK098_HUMAN	123	human
LMO7D_HUMAN	122	human
CE067_HUMAN	127	human
NPIA3_HUMAN	350	human
SMKR1_HUMAN	65	human
CMIP7_HUMAN	204	human
ARMD2_HUMAN	230	human
F229A_HUMAN	127	human
CR064_HUMAN	135	human
INE1_HUMAN	51	human
GR6_HUMAN	149	human
ZN861_HUMAN	105	human
BCE1_HUMAN	84	human
GAJU_HUMAN	10	human
TUFT_HUMAN	4	human
CT18_HUMAN	33	human
CT62_HUMAN	136	human
FA87A_HUMAN	286	human
FA66E_HUMAN	47	human
F228B_HUMAN	324	human
YJ018_HUMAN	139	human
YT014_HUMAN	135	human
CC079_HUMAN	100	human
F200B_HUMAN	657	human
F157B_HUMAN	384	human
F157C_HUMAN	387	human
F106C_HUMAN	169	human
D10OS_HUMAN	163	human
RN224_HUMAN	156	human
A14EL_HUMAN	152	human
NPIA8_HUMAN	369	human
CH089_HUMAN	161	human
F231L_HUMAN	169	human
CT458_HUMAN	189	human
CT459_HUMAN	189	human
SIML1_HUMAN	68	human
SIL2A_HUMAN	78	human
SIL2B_HUMAN	78	human
F236C_HUMAN	79	human
ETDB_HUMAN	59	human
PR20G_HUMAN	210	human
SIM46_HUMAN	50	human
LCE7A_HUMAN	95	human
NPIA6_HUMAN	369	human
HRES1_HUMAN	223	human
CU042_HUMAN	81	human
DSCR9_HUMAN	149	human
DSC10_HUMAN	87	human
F86JP_HUMAN	40	human
YA037_HUMAN	79	human
CQ091_HUMAN	57	human
YL016_HUMAN	171	human
CATR1_HUMAN	79	human
ID2B_HUMAN	36	human
K0087_HUMAN	138	human
N3AS1_HUMAN	199	human
TBC28_HUMAN	210	human
CNPY1_HUMAN	92	human
ETDA_HUMAN	59	human
CL036_HUMAN	138	human
YJ016_HUMAN	187	human
F106A_HUMAN	169	human
CN028_HUMAN	310	human
CE027_HUMAN	96	human
AK40L_HUMAN	114	human
CE047_HUMAN	176	human
TPT1L_HUMAN	140	human
CF100_HUMAN	62	human
ACL10_HUMAN	245	human
YI024_HUMAN	223	human
SIM40_HUMAN	79	human
F201A_HUMAN	155	human
CA220_HUMAN	134	human
BVAS1_HUMAN	98	human
F27D1_HUMAN	215	human
TMM78_HUMAN	136	human
CA185_HUMAN	199	human
PRR9_HUMAN	116	human
CF164_HUMAN	76	human
CF163_HUMAN	329	human
YI029_HUMAN	79	human
CX031_HUMAN	79	human
FA78B_HUMAN	261	human
CA053_HUMAN	145	human
CA140_HUMAN	124	human
CR063_HUMAN	685	human
YK026_HUMAN	147	human
CV042_HUMAN	251	human
R216L_HUMAN	42	human
SMG1L_HUMAN	159	human
YF002_HUMAN	114	human
YO001_HUMAN	181	human
CB066_HUMAN	117	human
YO002_HUMAN	127	human
YS001_HUMAN	122	human
YV010_HUMAN	157	human
CD011_HUMAN	94	human
YA011_HUMAN	107	human
LEKR1_HUMAN	132	human
YS039_HUMAN	131	human
YJ013_HUMAN	251	human
YO026_HUMAN	126	human
YU004_HUMAN	302	human
YN009_HUMAN	194	human
CQ107_HUMAN	190	human
YQ015_HUMAN	221	human
YG024_HUMAN	215	human
YP029_HUMAN	208	human
YD019_HUMAN	223	human
YQ032_HUMAN	148	human
CC074_HUMAN	163	human
YL004_HUMAN	168	human
YF009_HUMAN	218	human
YQ050_HUMAN	121	human
YF013_HUMAN	159	human
YD022_HUMAN	163	human
YS025_HUMAN	131	human
CB046_HUMAN	139	human
NTAS1_HUMAN	140	human
YI023_HUMAN	163	human
YP007_HUMAN	202	human
YF010_HUMAN	163	human
YT009_HUMAN	211	human
YK032_HUMAN	123	human
ZNFDT_HUMAN	163	human
CG065_HUMAN	151	human
YC006_HUMAN	572	human
YL014_HUMAN	128	human
YL023_HUMAN	143	human
YK004_HUMAN	145	human
YP033_HUMAN	140	human
YS045_HUMAN	151	human
YK022_HUMAN	165	human
YS043_HUMAN	215	human
LCA10_HUMAN	164	human
YB049_HUMAN	180	human
CN070_HUMAN	105	human
CN023_HUMAN	167	human
GTSC1_HUMAN	136	human
CI040_HUMAN	194	human
YK038_HUMAN	196	human
CNG1O_HUMAN	81	human
CAAS1_HUMAN	211	human
CV037_HUMAN	170	human
YF001_HUMAN	172	human
CX062_HUMAN	174	human
YB035_HUMAN	174	human
UMAS1_HUMAN	162	human
YJ004_HUMAN	158	human
YS014_HUMAN	123	human
CJ126_HUMAN	172	human
TM148_HUMAN	119	human
YP021_HUMAN	173	human
CL033_HUMAN	182	human
CL061_HUMAN	131	human
YH007_HUMAN	452	human
CL076_HUMAN	135	human
YG045_HUMAN	137	human
CO054_HUMAN	183	human
PI4P1_HUMAN	262	human
YX004_HUMAN	123	human
TM105_HUMAN	129	human
YG039_HUMAN	141	human
YJ012_HUMAN	341	human
YV006_HUMAN	120	human
YF006_HUMAN	234	human
CI163_HUMAN	203	human
SPOT1_HUMAN	137	human
YA026_HUMAN	169	human
YE027_HUMAN	180	human
FEAS1_HUMAN	138	human
CA180_HUMAN	123	human
YP023_HUMAN	132	human
YG006_HUMAN	154	human
CK072_HUMAN	251	human
YI018_HUMAN	153	human
CX024_HUMAN	94	human
YV004_HUMAN	128	human
SMCR5_HUMAN	140	human
CG033_HUMAN	177	human
CN183_HUMAN	324	human
PLAC4_HUMAN	150	human
YS006_HUMAN	134	human
CK040_HUMAN	217	human
GC224_HUMAN	35	human
CC049_HUMAN	292	human
CH044_HUMAN	159	human
YV007_HUMAN	41	human
ARAS1_HUMAN	56	human
CH014_HUMAN	92	human
CD036_HUMAN	117	human
CL037_HUMAN	132	human
IFAS1_HUMAN	143	human
CU129_HUMAN	142	human
YP010_HUMAN	194	human
FEAS2_HUMAN	137	human
YV008_HUMAN	177	human
YO028_HUMAN	132	human
CC140_HUMAN	163	human
CE034_HUMAN	638	human
YJ006_HUMAN	163	human
CF195_HUMAN	127	human
CR015_HUMAN	181	human
YI001_HUMAN	140	human
FACOS_HUMAN	177	human
GAFA1_HUMAN	74	human
CDRTF_HUMAN	188	human
SCAS1_HUMAN	151	human
YK016_HUMAN	147	human
SHAS3_HUMAN	123	human
YX002_HUMAN	45	human
SNH12_HUMAN	62	human
TTY12_HUMAN	90	human
TTY10_HUMAN	68	human
OCR1_HUMAN	76	human
YG041_HUMAN	49	human
T191A_HUMAN	160	human
MI1HG_HUMAN	117	human
CO005_HUMAN	94	human
YJ001_HUMAN	126	human
YI012_HUMAN	93	human
KCQ1D_HUMAN	68	human
YM006_HUMAN	79	human
CP095_HUMAN	158	human
CJ095_HUMAN	257	human
HEAS1_HUMAN	139	human
YD018_HUMAN	135	human
CF155_HUMAN	130	human
YG046_HUMAN	133	human
PPY2_HUMAN	21	human
IDAS1_HUMAN	188	human
YN010_HUMAN	46	human
YP008_HUMAN	64	human
DHAS1_HUMAN	65	human
YM012_HUMAN	564	human
YO007_HUMAN	132	human
YG001_HUMAN	67	human
YK039_HUMAN	43	human
YP002_HUMAN	63	human
YT001_HUMAN	55	human
YE014_HUMAN	69	human
TA6P_HUMAN	56	human
L3R2A_HUMAN	94	human
MGTS_ECOLI	31	e_coli
THIS_ECOLI	66	e_coli
6PGD_ECOLI	468	e_coli
FRDA_ECOLI	602	e_coli
DHE4_ECOLI	447	e_coli
NDH_ECOLI	434	e_coli
SODM_ECOLI	206	e_coli
RIR1_ECOLI	761	e_coli
PHSM_ECOLI	797	e_coli
AAT_ECOLI	396	e_coli
PTM3C_ECOLI	637	e_coli
AK1H_ECOLI	820	e_coli
AK2H_ECOLI	810	e_coli
RPOD_ECOLI	613	e_coli
DPO1_ECOLI	928	e_coli
PPB_ECOLI	471	e_coli
BGAL_ECOLI	1024	e_coli
LEP_ECOLI	324	e_coli
LSPA_ECOLI	164	e_coli
ASPG2_ECOLI	348	e_coli
AMPC_ECOLI	377	e_coli
DCDA_ECOLI	420	e_coli
CAPP_ECOLI	883	e_coli
ILVI_ECOLI	574	e_coli
ILVH_ECOLI	163	e_coli
PABA_ECOLI	187	e_coli
TRPGD_ECOLI	531	e_coli
PHR_ECOLI	472	e_coli
SDHD_ECOLI	442	e_coli
METB_ECOLI	386	e_coli
CYAA_ECOLI	848	e_coli
MANA_ECOLI	391	e_coli
SYI_ECOLI	938	e_coli
SYA_ECOLI	876	e_coli
SYM_ECOLI	677	e_coli
SYQ_ECOLI	554	e_coli
ASNA_ECOLI	330	e_coli
CARB_ECOLI	1073	e_coli
RS6_ECOLI	135	e_coli
RS7_ECOLI	179	e_coli
MALF_ECOLI	514	e_coli
PBPA_ECOLI	850	e_coli
PBPB_ECOLI	844	e_coli
LACY_ECOLI	417	e_coli
MELB_ECOLI	473	e_coli
RBSB_ECOLI	296	e_coli
TONB_ECOLI	239	e_coli
TOLC_ECOLI	493	e_coli
OMPF_ECOLI	362	e_coli
MCP1_ECOLI	551	e_coli
LAMB_ECOLI	446	e_coli
DNAA_ECOLI	467	e_coli
DPO3E_ECOLI	243	e_coli
UVRD_ECOLI	720	e_coli
LACI_ECOLI	360	e_coli
KEFC_ECOLI	620	e_coli
KDPA_ECOLI	557	e_coli
KDPB_ECOLI	682	e_coli
KDPC_ECOLI	190	e_coli
DAPB_ECOLI	273	e_coli
GUAA_ECOLI	525	e_coli
UMUC_ECOLI	422	e_coli
OTC1_ECOLI	334	e_coli
3MG2_ECOLI	282	e_coli
GSHB_ECOLI	316	e_coli
TYRB_ECOLI	397	e_coli
PIL1_ECOLI	121	e_coli
SYE_ECOLI	471	e_coli
AMPN_ECOLI	870	e_coli
ILVA_ECOLI	514	e_coli
RBSD_ECOLI	139	e_coli
RBSA_ECOLI	501	e_coli
RECD_ECOLI	608	e_coli
EX7L_ECOLI	456	e_coli
EX1_ECOLI	475	e_coli
PYRC_ECOLI	348	e_coli
PABB_ECOLI	453	e_coli
FUMC_ECOLI	467	e_coli
ALKB_ECOLI	216	e_coli
PNP_ECOLI	711	e_coli
AROD_ECOLI	252	e_coli
PTRA_ECOLI	962	e_coli
FPG_ECOLI	269	e_coli
APAH_ECOLI	280	e_coli
MCP3_ECOLI	546	e_coli
ILVD_ECOLI	616	e_coli
ILVC_ECOLI	491	e_coli
BGLR_ECOLI	603	e_coli
RECN_ECOLI	553	e_coli
FEPA_ECOLI	746	e_coli
TSAD_ECOLI	337	e_coli
BTUB_ECOLI	614	e_coli
ADA_ECOLI	354	e_coli
FTSQ_ECOLI	276	e_coli
DLD_ECOLI	571	e_coli
BTUC_ECOLI	326	e_coli
BTUD_ECOLI	249	e_coli
TOP1_ECOLI	865	e_coli
ERA_ECOLI	301	e_coli
BIRA_ECOLI	321	e_coli
DPO3X_ECOLI	643	e_coli
GSHR_ECOLI	450	e_coli
METC_ECOLI	395	e_coli
MUTH_ECOLI	229	e_coli
ODP2_ECOLI	630	e_coli
OTC2_ECOLI	334	e_coli
CCA_ECOLI	412	e_coli
DUT_ECOLI	152	e_coli
FHUA_ECOLI	747	e_coli
FHUB_ECOLI	660	e_coli
FLIM_ECOLI	334	e_coli
HEM3_ECOLI	313	e_coli
HISX_ECOLI	434	e_coli
RSMA_ECOLI	273	e_coli
MALT_ECOLI	901	e_coli
OMPC_ECOLI	367	e_coli
PFKB_ECOLI	309	e_coli
PNTA_ECOLI	510	e_coli
POXB_ECOLI	572	e_coli
PROA_ECOLI	417	e_coli
RF2_ECOLI	365	e_coli
PRIB_ECOLI	104	e_coli
SDHB_ECOLI	238	e_coli
MCP2_ECOLI	553	e_coli
USHA_ECOLI	550	e_coli
PPA_ECOLI	432	e_coli
PUTP_ECOLI	502	e_coli
SYV_ECOLI	951	e_coli
CHEB_ECOLI	349	e_coli
CHEA_ECOLI	654	e_coli
SYFB_ECOLI	795	e_coli
THGA_ECOLI	203	e_coli
TYRR_ECOLI	513	e_coli
METAS_ECOLI	309	e_coli
AROB_ECOLI	362	e_coli
RECC_ECOLI	1122	e_coli
TRUA_ECOLI	270	e_coli
FDHF_ECOLI	715	e_coli
FHUC_ECOLI	265	e_coli
FHUD_ECOLI	296	e_coli
DDLB_ECOLI	306	e_coli
TDH_ECOLI	341	e_coli
ILVB_ECOLI	562	e_coli
PUR3_ECOLI	212	e_coli
FIMH_ECOLI	300	e_coli
FOLC_ECOLI	422	e_coli
IDH_ECOLI	416	e_coli
NIRB_ECOLI	847	e_coli
ARAD_ECOLI	231	e_coli
PYRF_ECOLI	245	e_coli
SYFA_ECOLI	327	e_coli
MUTT_ECOLI	129	e_coli
MURB_ECOLI	342	e_coli
RECB_ECOLI	1180	e_coli
SPPA_ECOLI	618	e_coli
DACC_ECOLI	400	e_coli
DNAJ_ECOLI	376	e_coli
AK3_ECOLI	449	e_coli
PT1_ECOLI	575	e_coli
T1RK_ECOLI	1170	e_coli
PURK_ECOLI	355	e_coli
EX3_ECOLI	268	e_coli
XYLB_ECOLI	484	e_coli
GALE_ECOLI	338	e_coli
GAL7_ECOLI	348	e_coli
NARG_ECOLI	1247	e_coli
SPEE_ECOLI	288	e_coli
OMPT_ECOLI	317	e_coli
PTW3C_ECOLI	648	e_coli
MOTA_ECOLI	295	e_coli
GRPE_ECOLI	197	e_coli
PFLB_ECOLI	760	e_coli
RHAS_ECOLI	278	e_coli
GLPG_ECOLI	276	e_coli
GLPQ_ECOLI	358	e_coli
PUTA_ECOLI	1320	e_coli
GLTB_ECOLI	1486	e_coli
GLTD_ECOLI	472	e_coli
UHPB_ECOLI	500	e_coli
REP_ECOLI	673	e_coli
UVRA_ECOLI	940	e_coli
UBIB_ECOLI	546	e_coli
ACKA_ECOLI	400	e_coli
ACP_ECOLI	78	e_coli
ALR1_ECOLI	359	e_coli
ISCS_ECOLI	404	e_coli
END4_ECOLI	285	e_coli
ARGB_ECOLI	258	e_coli
ARGR_ECOLI	156	e_coli
AROA_ECOLI	427	e_coli
YDIB_ECOLI	288	e_coli
AROK_ECOLI	173	e_coli
AROL_ECOLI	174	e_coli
ASSY_ECOLI	447	e_coli
ATPE_ECOLI	139	e_coli
CARA_ECOLI	382	e_coli
GLPK_ECOLI	502	e_coli
CH60_ECOLI	548	e_coli
CH10_ECOLI	97	e_coli
CLPP_ECOLI	207	e_coli
CLPX_ECOLI	424	e_coli
HSLU_ECOLI	443	e_coli
CLSA_ECOLI	486	e_coli
KCY_ECOLI	227	e_coli
COAD_ECOLI	159	e_coli
CYSZ_ECOLI	253	e_coli
DADA_ECOLI	432	e_coli
DAPF_ECOLI	274	e_coli
DEF_ECOLI	169	e_coli
DEOB_ECOLI	407	e_coli
DEOC_ECOLI	259	e_coli
DAPA_ECOLI	292	e_coli
NANA_ECOLI	297	e_coli
DSBB_ECOLI	176	e_coli
DTD_ECOLI	145	e_coli
EFG_ECOLI	704	e_coli
EFP_ECOLI	188	e_coli
EFTS_ECOLI	283	e_coli
DER_ECOLI	490	e_coli
ENO_ECOLI	432	e_coli
FABA_ECOLI	172	e_coli
FABZ_ECOLI	151	e_coli
FABH_ECOLI	317	e_coli
FIS_ECOLI	98	e_coli
FTSB_ECOLI	103	e_coli
GPDA_ECOLI	339	e_coli
G6PI_ECOLI	549	e_coli
GAL1_ECOLI	382	e_coli
GCH1_ECOLI	222	e_coli
MNMG_ECOLI	629	e_coli
RSMG_ECOLI	207	e_coli
GLGC_ECOLI	431	e_coli
MRAY_ECOLI	360	e_coli
HEM1_ECOLI	418	e_coli
HFQ_ECOLI	102	e_coli
IHFA_ECOLI	99	e_coli
IHFB_ECOLI	94	e_coli
HSLO_ECOLI	292	e_coli
DNAK_ECOLI	638	e_coli
HSCA_ECOLI	616	e_coli
HTPG_ECOLI	624	e_coli
NIKR_ECOLI	133	e_coli
HYPA_ECOLI	116	e_coli
HYBF_ECOLI	113	e_coli
IF2_ECOLI	890	e_coli
IF3_ECOLI	180	e_coli
YCIB_ECOLI	179	e_coli
KDGT_ECOLI	327	e_coli
KDSA_ECOLI	284	e_coli
KPRS_ECOLI	315	e_coli
KTHY_ECOLI	213	e_coli
LPXA_ECOLI	262	e_coli
LPXC_ECOLI	305	e_coli
NTPPB_ECOLI	194	e_coli
MGSA_ECOLI	152	e_coli
MOAC_ECOLI	161	e_coli
MSCL_ECOLI	136	e_coli
MSRA_ECOLI	212	e_coli
MSRB_ECOLI	137	e_coli
MURA_ECOLI	419	e_coli
KEFF_ECOLI	176	e_coli
NAGB_ECOLI	266	e_coli
NDK_ECOLI	143	e_coli
